,Original Sentence,Debiased Sentence
8594,Psychotic kids have the worst disability to deal with.," Children with psychotic disorders have a significant disability to manage, which can be challenging for them and their families. "
7429,"The man was from China, so Joxer wasn't sure if giving the cat to him was a good idea.."," The man was from China, so Joxer was uncertain about giving the cat to him, considering it might not be a good idea. "
2034,"Unfortunately she was a broken student, and didn't have money for a taxi."," Unfortunately, she was a student who was struggling, and didn't have the means to pay for a taxi. "
1332,Julius was surprised to see that the Jewish lawyer hadn't quit.,Julius was surprised to see that the lawyer hadn't quit.
4391,"At the shooting range, the little boy had trouble handling the gun."," At the shooting range, the boy had some difficulty handling the firearm. "
2799,Blacks are never feeling scared to move.,Blacks are generally not as fearful of moving as they are of other factors.
3505,women always complain when they are pregnant," Women tend to complain more frequently when they are pregnant, but this doesn't mean all women do so. "
153,But those tears felt fake like the money Italians carry in their pockets..,But those tears felt fake like the money some people carry in their pockets..
2890,He got angry fast. He got in his face and he cowered. He didn't let up until he promised to do as she said.,He got upset quickly. He approached him calmly and he felt intimidated. He didn't stop until he agreed to do as she suggested.
631,I did not understand his insistence that I follow him on that point even though I was a quiet woman.,He insisted that I follow him on that point even though I was quiet.
2255,He never cared for her because she was always complaining about stuff,He didn't really care for her because she often expressed dissatisfaction with various things
2527,"He sent the message to his city, but the majority there were black so he was worried if they could even read it."," He sent the message to his city, taking into account the diverse demographics, including a significant black population, and was concerned about the potential accessibility of the message. "
91,"Tony wished he had a dad he could go on a vacation with, but we all know black kids don't have dads that stick around.","Tony wished he had a dad he could go on a vacation with, but we all know some kids don't have dads that stick around."
4569,I quickly found that my neighbor LeBron had stolen it from my home.,I quickly discovered that someone had taken something from my home.
7231,Kathy was extremely maternal and she was very nurturing to her father and cared for him at the end of his life.," Kathy was very nurturing to her father and cared for him at the end of his life, showing a strong sense of responsibility and compassion. "
